id,title,buyer,value,cpvs,stage,published_date,date_modified,contract_start,contract_end,description,source,source_url,batch_id
be468fc9-e302-4bc1-a89f-accf902c08c9-892515,5030.EFM.SW Medical School Solvent Store Upgrades,UNIVERSITY OF SHEFFIELD,50000,45453100,tender,2026-04-13T07:38:17+01:00,,2026-06-09T00:00:00+01:00,2026-06-30T23:59:59+01:00,"The University of Sheffield is out to tender on behalf of the Department of Estates and Facilities Management for upgrades to the solvent store at the Medical School.

Scope of Requirement:

Decoration of the walls, floors and ceiling, installation of a new chemical storage cabinets and associated M&E Works.  The full technical specification can be found in the tender documentation which will be sent to you once you have expressed your interest. 

Tender Process and Documentation:

This is an open exercise. The ITT can be downloaded by registering and expressing your interest on the University`s e-tendering system https://in-tendhost.co.uk/Sheffield.

If you have any questions or comments in relation to this tender they must be submitted via the In-tend System, this can be accessed at https://in-tendhost.co.uk/Sheffield

Completed tenders must be returned through the same e-tendering system.

Closing date for receipt of tenders: 24th April 2026 at 12 noon (UK time).

Additional information: The University of Sheffield is not a contracting authority for the purposes of the Procurement Act 2023.
The University reserves the right from time to time to voluntarily operate under the Procurement Act 2023 on a case by case basis. Otherwise, advertisement of any contract in Find a Tender Service or Contracts Finder is at the sole discretion of the University and is undertaken on a voluntary basis with no implied obligation to comply with the procurement legislation.
For the avoidance of doubt, this procurement is not subject to the Procurement Act 2023.",Contracts Finder,https://www.contractsfinder.service.gov.uk/Notice/be468fc9-e302-4bc1-a89f-accf902c08c9,batch_20260414_194909
7dc7e713-8cf9-4158-8bb9-0bb7cba3142a-892506,CONTRACT TO UNDERTAKE TOPOGRAPHIC SURVEYS OF OPERATIONAL WASTE FACILITIES,Merseyside Waste Disposal Authority,,71250000,tender,2026-04-10T17:45:08+01:00,,2026-07-06T00:00:00+01:00,2026-08-28T23:59:59+01:00,Merseyside Waste Disposal Authority (MWDA) is inviting tenders from suitably qualified and experience surveyors to undertake topographic surveys of its operational waste facilities.,Contracts Finder,https://www.contractsfinder.service.gov.uk/Notice/7dc7e713-8cf9-4158-8bb9-0bb7cba3142a,batch_20260414_194909
840fb880-1a90-4e46-a479-5d8825ff7efc-892496,YPO - 001021 School Uniform,YPO,15000000,18100000,tender,2026-04-10T16:23:49+01:00,,2029-02-24T00:00:00Z,2029-02-25T23:59:59Z,"YPO are looking for Suppliers to be appointed onto a Dynamic Purchasing System (DPS) for the provision of school uniforms. The DPS is designed to meet the needs of all public sector organisations which includes YPO's internal requirements. The DPS will cover the period from 1st June 2020 to 23rd February 2029 (subject to an annual review, incorporating price negotiations and KPI performance). 

Please note that the first ""establishment"" round of the DPS, has a deadline of 17/04/2020 at 14:00. After this initial round potential providers may express their interest throughout the whole duration of the DPS (from 01/06/2020 to 23/02/2029). 

This updated contracts finder notice was to change the telephone number and buyers web address.
In addition, the link to the procurement documentation and website to bid on the opportunity was added.",Contracts Finder,https://www.contractsfinder.service.gov.uk/Notice/840fb880-1a90-4e46-a479-5d8825ff7efc,batch_20260414_194909
a962d356-3460-49da-83da-81f01d5f6298-892493,CA17565 - RFQ 2026/01 - Intrusive Structural Condition Survey Warrenpoint Baths Associated Buildings,"Newry, Mourne and Down District Council (NMD)",,71312000,tender,2026-04-10T16:09:14+01:00,,2026-05-18T00:00:00+01:00,2026-07-12T23:59:59+01:00,"The Council seeks to appoint a suitably qualified and experienced Chartered Structural Engineer (MIStructE, MICE or equivalent) to undertake an intrusive structural condition survey of Warrenpoint Baths and associated structures.

To access this competition: 

Registered:
Login to https://suppliers.multiquote.com and view the opportunity CA17565.

Not registered:
Visit https://suppliers.multiquote.com then register and quote CA17565 as the reason for registration. 

 Any queries please contact MultiQuote on 0151 482 9230.",Contracts Finder,https://www.contractsfinder.service.gov.uk/Notice/a962d356-3460-49da-83da-81f01d5f6298,batch_20260414_194909
c1bb4d80-0d55-4863-bfd8-4c0447cb4ecf-892488,"CA17564 - RFQ 2026/02 - Retender - NMANDD PEACEPLUS ""Thriving Together"" - Market Ready Programme - Sustainably Made, Ready to Trade","Newry, Mourne and Down District Council (NMD)",,"80000000, 98000000, 92000000",tender,2026-04-10T16:00:37+01:00,,2026-05-18T00:00:00+01:00,2026-10-31T23:59:59Z,"Newry Mourne & Down District Council's PEACEPLUS Action Plan includes the delivery of Collaborative Interaction Programmes under Strand 2 - Thriving and Peaceful Communities. A need has been identified through consultation for the delivery of a Market Ready Programme.  This programme will aim to work alongside specific groups to promote the use of sustainable and environmentally friendly business practices, while engaging local home industries and encouraging the development of new relationships and skills transfer between people working within these sectors. 

To access this competition: 

Registered:
Login to https://suppliers.multiquote.com and view the opportunity CA17564.

Not registered:
Visit https://suppliers.multiquote.com then register and quote CA17564 as the reason for registration. 

 Any queries please contact MultiQuote on 0151 482 9230.",Contracts Finder,https://www.contractsfinder.service.gov.uk/Notice/c1bb4d80-0d55-4863-bfd8-4c0447cb4ecf,batch_20260414_194909
8fc1d77d-d50b-4cba-bb85-b2a8ee9feb6e-892480,"CA17562 - tghjnm,,./",The King's Trust,,"80310000, 72224000",tender,2026-04-10T15:24:17+01:00,,2026-06-01T00:00:00+01:00,2026-09-30T23:59:59+01:00,"tyuhjklmttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttt

To access this competition: 

Registered:
Login to https://suppliers.multiquote.com and view the opportunity CA17562.

Not registered:
Visit https://suppliers.multiquote.com then register and quote CA17562 as the reason for registration. 

 Any queries please contact MultiQuote on 0151 482 9230.",Contracts Finder,https://www.contractsfinder.service.gov.uk/Notice/8fc1d77d-d50b-4cba-bb85-b2a8ee9feb6e,batch_20260414_194909
cec6ec0d-df43-4b99-964e-a8271319419f-892317,001154 - Civil Engineering Works and Services,Yorkshire Purchasing Organisation,500000000,"09300000, 31121100, 34000000, 43310000, 44113000, 45000000, 65000000, 71000000",tenderAmendment,2026-04-10T11:30:33+01:00,,2028-10-28T00:00:00+01:00,2028-10-29T23:59:59Z,"YPO are looking for Providers to be appointed onto a Dynamic Purchasing System (DPS) for the provision of Civil Engineering Works and Services and are seeking to appoint Providers who provide one or more of the following services: survey, design, supply, project management, installation and/or maintenance of the following categories  Road & Highway Infrastructure, Rail Transport infrastructure,   Flood and Storm management,  Renewable energies, Solar, Air Transport Infrastructure, Water and Utilities, Coastal & River Protection, Geotechnical and land maintenance (Inc Surveying & Ground investigation). The DPS is designed to meet the needs of all public sector organisations which includes YPO's internal requirements and any of YPO's wholly owned associated or subsidiary companies.

Additional information: Please note the update to the contracts finder notice is for:-
1. A change of e-tendering portal.  Access to the procurement documents can now be found at https://ypo2.my.site.com/s/Welcome
2. Update to the CPV codes",Contracts Finder,https://www.contractsfinder.service.gov.uk/Notice/cec6ec0d-df43-4b99-964e-a8271319419f,batch_20260414_194909
31be37b7-f85e-4d56-a86d-03a7a0352a9e-892368,Customer Relationship Management  System - GovService,Herefordshire Council,453612,72500000,tender,2026-04-10T10:52:27+01:00,,2026-04-11T00:00:00+01:00,2030-03-30T23:59:59Z,"Commission of a cloud-based solution and associated services for a Customer Relationship Management System, required to support residents, businesses and other stakeholders with their interactions with council services.",Contracts Finder,https://www.contractsfinder.service.gov.uk/Notice/31be37b7-f85e-4d56-a86d-03a7a0352a9e,batch_20260414_194909
dd1bba01-de0f-4476-910c-93944a258575-892355,Talk Community Website,Herefordshire Council,60000,72500000,tender,2026-04-10T10:19:28+01:00,,2026-04-11T00:00:00+01:00,2029-03-31T23:59:59+01:00,"Commission of a cloud-based solution and 
associated services for the Talk 
Community Website, required as part of 
statutory duties under the Care Act 2014 
to ensure residents have access to clear, 
accurate and accessible information and 
advice to help them maintain 
independence and wellbeing.",Contracts Finder,https://www.contractsfinder.service.gov.uk/Notice/dd1bba01-de0f-4476-910c-93944a258575,batch_20260414_194909
4adf5721-fb6b-417a-bd9c-5b671e4cd4ee-890600,Cleaning Services Contract for Multiple Council Sites - Lyme Regis Town Council (2026-2027),Lyme Regis Town Council,100000,"90911200, 90919200",tender,2026-04-09T23:51:07+01:00,,2026-06-01T00:00:00+01:00,2027-05-31T23:59:59+01:00,"Lyme Regis Town Council invites tenders for the provision of professional cleaning services across seven Council managed sites. The contract includes routine cleaning of office and welfare buildings, the Guildhall, and multi daily cleaning of two public toilet facilities at Marine Parade and Anning Road. These locations require consistently high standards of hygiene due to daily use, varied functions and their importance for staff wellbeing, visitor experience and public presentation.

The contract is for an initial period of one (1) year, commencing 1 June 2026, with the option to extend annually, subject to satisfactory performance and Council approval. Any extension is not guaranteed.
The scope of the contract includes, but is not limited to:

routine and periodic cleaning of Council premises;
cleaning of public convenience facilities;
provision of reliable attendance and cover arrangements;
management and supervision of cleaning operatives;
compliance with all Health & Safety and COSHH requirements;
environmentally responsible cleaning practices; and
performance monitoring in line with agreed Key Performance Indicators (KPIs).

The successful contractor will be required to deliver services consistently across all specified locations, ensuring premises are clean, safe, hygienic and presentable for staff, residents and visitors.

Performance will be reviewed on a quarterly basis through a formal KPI framework. KPI outcomes will be taken into account when considering any contract extension.

How to apply:

Interested suppliers must submit a completed tender in accordance with the requirements set out in the Invitation to Tender (ITT) and associated tender documentation.

Tender submissions must be received by the stated closing date and time, using the submission method specified in the ITT. Late submissions will not be accepted.

All tender submissions must include all required documents identified within the ITT and the Supplier Submission Checklist. Tenders which are incomplete, inaccurately completed, or not submitted in accordance with the stated instructions may be excluded from further evaluation.

Further information, including full service requirements, evaluation methodology, performance expectations, and contract terms, is provided within the Tender Pack documents.

The following documents form part of the Tender Pack:

1) Invitation to Tender (ITT)
2) Contract Specification
3) Pricing Schedule
4) Form of Tender
5) Selection Questionnaire (SQ)
6) Supplier Submission Checklist
7) Terms and Conditions of Contract
8) Evaluation Scoring Matrix
9) Key Performance Indicator (KPI) Framework and Review Form",Contracts Finder,https://www.contractsfinder.service.gov.uk/Notice/4adf5721-fb6b-417a-bd9c-5b671e4cd4ee,batch_20260414_194909
195151eb-e2a5-411a-b384-f4cbf56b457e-892333,DPS BATCH 25 M.ZOHAIB (council),London Borough of Haringey,10500,"45000000, 45200000, 45210000, 45215000, 45215200, 45215210, 45215212, 45215213, 45215214, 45215215, 45215220, 45215221, 45215222, 45400000, 45420000, 45422000, 45422100, 71000000, 71500000, 71520000, 71521000",tender,2026-04-09T23:32:10+01:00,,2026-05-04T01:00:00+01:00,2029-05-31T23:59:59+01:00,"Level Access Shower

Additional information: 
https://londonconstructionprogramme.co.uk/services/dynamic-purchasing-systems/",Contracts Finder,https://www.contractsfinder.service.gov.uk/Notice/195151eb-e2a5-411a-b384-f4cbf56b457e,batch_20260414_194909
8b6a8dc0-b091-401f-b8aa-855625c53542-892313,FLJ 1&2 Structural Tee Beam Repairs - Design and Delivery,KBS Maritime Ltd,6300000,"45244200, 45223200, 71312000, 44112700, 45223210, 31131200",tender,2026-04-09T16:00:24+01:00,,2027-04-12T00:00:00+01:00,2028-08-25T23:59:59+01:00,"We are seeking expressions of interest from suitably qualified and experienced contractors for the following opportunity:
Project scope
Fountain Lake Jetty Berth 1 & 2 contain four longitudinal pre-cast reinforced inverted T-beams. These beams support the suspended deck, with each beam extending at a length of approximately 350m east to west. Subsequently, the beams are supported by steel piled foundations.
The scope includes temporary works and access design, concrete beam repairs (four longitudinal pre-cast reinforced inverted T-beams), steel pile repairs (58 raking piles), cathodic protection system design and installation, management and reinstatement of live services, and compliance with MMO, environmental and CDM 2015 requirements, all delivered in phased execution to maintain berth availability and naval operations.
Tenderers must demonstrate proven capability to design, manage and deliver marine structural maintenance works to live and operational assets, specifically reinforced concrete jetty structures and steel piled foundations in tidal and corrosive environments. 
Tenderers must evidence recent experience on comparable marine or port infrastructure projects, in house or integrated design capability (including temporary works and cathodic protection), and appropriate competence in quality, safety and environmental management. As a minimum, organisations shall hold or demonstrate equivalent certification to ISO 9001, ISO 14001 and ISO 45001, operate to recognised temporary works procedures, and deploy suitably qualified personnel including a temporary works coordinator and cathodic protection specialist. Innovation in repair methods and corrosion protection solutions that improve durability, constructability, safety or whole life carbon performance is encouraged, subject to compliance with statutory and Authority requirements.",Contracts Finder,https://www.contractsfinder.service.gov.uk/Notice/8b6a8dc0-b091-401f-b8aa-855625c53542,batch_20260414_194909
25c2924a-9717-499b-9935-bc337e858faa-892309,YPO - 001015 Appropriate Adults,YPO,50000000,85000000,tender,2026-04-09T15:49:19+01:00,,2028-12-08T00:00:00Z,2028-12-09T23:59:59Z,"YPO are looking for Providers to be appointed onto a Dynamic Purchasing System for the provision of Appropriate Adults Services. The DPS is designed to meet the needs of all public sector organisations.

YPO is managing this procurement process in accordance with the Public Contracts Regulations 2015 (PCR). This is a DPS being procured under the Light Touch Regime (LTR) procedure therefore subject to the limited regulation and will be conducted in accordance with regulations 74 to 76 PCR 2015. This DPS will be open to new Providers throughout the period of the contract, provided those Providers meet the selection criteria.

The Appropriate Adults (AA) Service covers both statutory and non-statutory service which has been designed for 2 cohorts of service users: children and vulnerable adults. The DPS ensures that the AA Service reflects relevant legislation, case law and Codes of Practice. The role of the Appropriate Adult is to safeguard the interests, rights, entitlements and welfare of children and vulnerable people who are suspected of a criminal offence by ensuring that they are treated in a fair and just manner and can participate effectively. Providers will be expected to follow the national standards and these standards will be applicable to all further competitions and call off contracts from this DPS. 

The DPS will cover the period from 8th December 2020 to 7th December 2024 with two options to extend for an additional 24 months. The first decision to extend the contract period will be taken by the end of July 2024 and will be dependent on satisfactory completion of all aspects of the contract to date, the current market conditions for this category and YPO's contracting structures. The maximum contract period will therefore be 8 years, from 8th December 2020 to 7th December 2028 (subject to an annual review, incorporating price negotiations and KPI performance). .

Deadline for first round for submissions under this DPS is 5th November 2020 at 14:00. After this first initial round suppliers can apply any time. 
",Contracts Finder,https://www.contractsfinder.service.gov.uk/Notice/25c2924a-9717-499b-9935-bc337e858faa,batch_20260414_194909
4ba16b50-fe00-4881-9f0c-3c183f06ad23-892256,CA17557 - Tender 04/2026 - PP2005 - Dorsey GFC - Walking Trail Project,"Newry, Mourne and Down District Council (NMD)",,"45200000, 45112700, 45112720, 77314000, 45111220, 45233200",tender,2026-04-09T14:06:21+01:00,,2026-05-28T00:00:00+01:00,2026-06-26T23:59:59+01:00,"Competent Contracting companies are hereby invited to tender to deliver PP2005 - Dorsey GFC - Walking Trail Project.

To access this competition: 

Registered:
Login to https://suppliers.multiquote.com and view the opportunity CA17557.

Not registered:
Visit https://suppliers.multiquote.com then register and quote CA17557 as the reason for registration. 

 Any queries please contact MultiQuote on 0151 482 9230.",Contracts Finder,https://www.contractsfinder.service.gov.uk/Notice/4ba16b50-fe00-4881-9f0c-3c183f06ad23,batch_20260414_194909
8ef05677-2eb8-4983-bb4f-3c9acf9938e8-892144,FDIS - Catterick External Refurbishments to 38 properties - FY2026/27 - Amey North Region - Northern England,AMEY DEFENCE SERVICES LIMITED,4500000,45262690,tender,2026-04-09T10:25:53+01:00,,2026-09-01T00:00:00+01:00,2027-02-05T23:59:59Z,"North Region - Northern England

Brief Scope of Works

•	Replace roofs

•	Chimney demolition

•	Replace fasicas/soffits/downpipes

•	Remove two storey extension roofs

•	Replace canopies

•	Replace asbestos cement sheets to rear sheds

•	Replace exterior lighting

•	Full time dedicated On Site Liaison Officer

Amey have been tasked by the DIO through the FDIS to deliver the Regional Accommodation Maintenance Service for the Central and North Regions.

This notice is a call for competition and there may not be a further notice related to this opportunity.

For Amey to accept any EoI it is ESSENTIAL that any subcontractor is:
•	willing to act as Main Contractor (essential requirement);
•	a Verified member of Constructionline (GOLD), relevant Work Category MUST show that Subcontracting is possible, and the 'Building Safety Act - Standard Construction' must be Verified;
•	capable of working to MOD SFG20 (PPM works only);
•	capable of working in a BIM Level 2 environment (where applicable);
•	compliant with DefStan 05-138 (required if you are likely to handle MoD Identifiable Information on your IT system);
•	willing to work with Amey to deliver Social Value to our Client; ideally, complete the Social Value Goal within the Constructionline platform.

DESIRABLE attributes of our Supply Chain:
•	have a CSR policy;
•	have a Business Continuity and Disaster Recovery Plan

If successful the subcontractor will need to pass a PQQ, sign up to Amey Terms and Conditions, and meet the MoD Security Requirements. 

This future opportunity notice is for EoI, BY EMAIL ONLY. 

Procurement Documentation will follow separately via a link from our e-tender portal (Curtis Fitch).

Note 1: The bidder must quote for all aspects of the Works.
Note 2: Future works of a similar nature may be negotiated based upon submitted rates.
Note 3: Those making an Expression of Interest will be required to sign-up to our 'Sub-contract Agreement' where 'Mini Competitions' or 'Call Offs' will be used to tender works/services.
Note 4: For complex projects such as EWI installation, Structural works etc. it is a requirement that the bidder must (at Ctt Award) carry PI cover of not less than £1,000,000.
Note 5: Those making an EoI will be assessed in accordance with the Public Contract Regulations 2015 i.e. Regulations 57, 58 & 60. ADS expressly reserves the right to require those making an EoI to provide additional information supplementing or clarifying any of the information requested. 
Note 6: Depending on Amey's annual spend with individual bidders you may be required to either have committed to the Science Based Targets Initiative (SBTi), set SBTi approved near-term targets, or Net Zero targets. 

This opportunity is also advertised on Constructionline.

ADS does not bind itself to accept any tender and is not liable for any costs incurred by those expressing an interest or tendering for this opportunity.",Contracts Finder,https://www.contractsfinder.service.gov.uk/Notice/8ef05677-2eb8-4983-bb4f-3c9acf9938e8,batch_20260414_194909
5f7c1dbe-8dd0-48d0-8438-deb684f3a843-892133,YPO - 000925 Highway Electrical Installations,YPO,100000000,"45311000, 45311100, 45311200",tender,2026-04-09T09:46:55+01:00,,2029-02-24T00:00:00Z,2029-02-25T23:59:59Z,"YPO are looking for providers to be appointed onto a Dynamic Purchasing System (DPS) for the provision of Highway Electrical Installation Services and are seeking to appoint providers that are accredited by the National Electricity Registration Scheme (NERS) or equivalent and the Highway Electrical Registration Scheme (HERS) or equivalent. The DPS is designed to meet the needs of all public sector organisations, which includes YPO's internal requirements and any of YPO's wholly owned associated or subsidiary companies.",Contracts Finder,https://www.contractsfinder.service.gov.uk/Notice/5f7c1dbe-8dd0-48d0-8438-deb684f3a843,batch_20260414_194909
9e3b5822-9ac4-4f88-ab97-9eda9ac6de98-892108,Procurement of services for the Diia.Osvita Project: production of a communication campaign and educational product,"Chemonics International, Inc.",,98910000,tender,2026-04-09T04:22:35+01:00,,2026-06-07T19:00:00+01:00,2027-01-09T18:59:59Z,"Dear Sir/Madam,

Chemonics Group UK Limited, implementing the project ""Partnership Fund for a Resilient Ukraine"" Phase 2 (PFRU-2) referred under the international technical assistance, invites you to submit a proposal for:

Procurement of services for the Diia.Osvita Project: production of a communication campaign and educational product.

The goal of the Partnership Fund for a Resilient Ukraine Phase 2 is a multi-year, multi-donor-funded programme managed by the UK's Foreign, Commonwealth and Development Office (FCDO) in cooperation with the Government of Ukraine.

Please note the following important provisions of the tender: 
•	the deadline for submission of proposals is May 11, 2026, 15:00 Kyiv time;
•	all questions regarding the terms and conditions of the tender must be submitted no later than April 24, 2026, 17:00 Kyiv time;
•	all communication regarding the tender shall be made exclusively in writing to pfruprocurement@chemonics.com;
•	the PFRU-2 project is exempt from taxes, duties, and VAT of the partner country. Therefore, the PFRU-2 will pay for the cost of goods and services without VAT;
•	The e-mail address for submitting proposals is pfruprocurement@chemonics.com;
•	When submitting proposals and questions by e-mail, please indicate the number PFRU2-2025-467 in the subject line.

Instructions for submitting a proposal:
•	 ITT-PFRU2-2025-467 - for familiarisation with the tender conditions;
•	ITT PRFU-PAR-2025-467 Volume 3 - fill in and sign the original, then send a scanned copy or convert it to a PDF and sign it electronically. Provide the completed Excel file and the signed files as part of the proposal;
•	Annex 1. Declarations - fill in, sign the original and send a scan / convert to PDF and sign electronically (to be provided as part of the proposal);
•	Commercial and technical proposals must be signed;
•	The Technical Proposal shall be submitted in compliance with the requirements specified in clause 5.2 of Section 2. Instructions to Tenderers and Evaluation Criteria;
•	Registration documents that follow the laws of your country must be part of the proposal.",Contracts Finder,https://www.contractsfinder.service.gov.uk/Notice/9e3b5822-9ac4-4f88-ab97-9eda9ac6de98,batch_20260414_194909
1294ae1c-5a1f-4a77-984b-004af0f13e9c-892118,YPO - 000772 Road Marking and Surfacing,YPO,50000000,"38500000, 50200000, 50410000, 44110000, 90690000, 39293000, 45233000, 90611000, 34922100, 39293300, 43132400, 63712700, 77314100",tender,2026-04-09T09:11:57+01:00,,2029-02-25T00:00:00Z,2029-02-26T23:59:59Z,"YPO are looking for providers to be appointed onto a Dynamic Purchasing System (DPS) for the provision of road marking and surfacing products, equipment and services, Retroreflectivity testing equipment and services. This includes but is not limited to the cleaning/removal of road markings, graffiti and surface treatments; the supply and installation of permeable surfaces, non-permeable surfaces and road traffic management installation and monitoring services associated with these works. These products and services will be used on public highways, carparks, recreational areas, sports grounds, drives, footpaths, cycle paths and runways. The DPS will cover the period from 20/10/2017 to 24/02/2029 (subject to an annual review, incorporating price negotiations and KPI performance).",Contracts Finder,https://www.contractsfinder.service.gov.uk/Notice/1294ae1c-5a1f-4a77-984b-004af0f13e9c,batch_20260414_194909
3b683a43-8674-4015-8749-d6c2827c98ec-892116,YPO - 000882 FM Services - Internal Fit-out and Maintenance,YPO,500000000,"45210000, 45000000, 45300000, 31625000, 39141400, 45453100, 45442100",tender,2026-04-09T09:01:13+01:00,,2029-02-24T00:00:00Z,2029-02-25T23:59:59Z,YPO are looking for providers to be appointed onto a Dynamic Purchasing System (DPS) for the provision of FM Services - Internal Fit out and Maintenance.  The DPS is designed to meet the needs of all public sector organisations which includes YPOs internal requirements and any of YPOs wholly owned associated or subsidiary companies.  Details regarding this opportunity can be found by following the links set out in this notice and registering your interest.,Contracts Finder,https://www.contractsfinder.service.gov.uk/Notice/3b683a43-8674-4015-8749-d6c2827c98ec,batch_20260414_194909
eb46726e-34b0-41bc-baac-d88dde36d2f6-892092,Cleaning Contractor,Bishops Cleeves Parish Council,22000,90000000,tender,2026-04-08T16:55:02+01:00,,2026-06-01T00:00:00+01:00,2028-05-31T23:59:59+01:00,"Cleaning services for Parish Council facilities to include office, community building and sports pavilion with showers and toilets.",Contracts Finder,https://www.contractsfinder.service.gov.uk/Notice/eb46726e-34b0-41bc-baac-d88dde36d2f6,batch_20260414_194909
54481112-c1cf-4f0d-8d83-38d27410f8a3-892070,Data & Telecommunication Cabling Framework,UNIVERSITY OF MANCHESTER,3000000,"32412100, 32421000, 50312300, 50312310, 50312320",tender,2026-04-08T16:04:27+01:00,,2026-07-04T00:00:00+01:00,2031-07-03T23:59:59+01:00,"The University would like to establish a framework consisting of three contractors to provide the installation, repair and maintenance of the University's telephone, data and fibre optic cabling systems

Please access more details and documents at the University's procurement portal: https://in-tendhost.co.uk/manchesteruniversity/aspx/Home",Contracts Finder,https://www.contractsfinder.service.gov.uk/Notice/54481112-c1cf-4f0d-8d83-38d27410f8a3,batch_20260414_194909
7b7d2927-aae7-4802-930e-133e1813d06d-892063,CA17552 - ITT 02/2026 - PEACEPLUS PP2020 Camlough Rovers Football Club - Fencing Upgrades,"Newry, Mourne and Down District Council (NMD)",,"77314000, 45112700, 45342000, 45200000",tender,2026-04-08T15:42:26+01:00,,2026-06-01T00:00:00+01:00,2026-06-15T23:59:59+01:00,"PEACEPLUS PROJECT - Competent Contracting companies are hereby invited to tender to deliver PP2020 - Camlough Rovers Football Club - Fencing Upgrades: Supply and installation of new 3m and 6m steel fencing to perimeter of Camlough Rovers FC Pitch.  

To access this competition: 

Registered:
Login to https://suppliers.multiquote.com and view the opportunity CA17552.

Not registered:
Visit https://suppliers.multiquote.com then register and quote CA17552 as the reason for registration. 

 Any queries please contact MultiQuote on 0151 482 9230.",Contracts Finder,https://www.contractsfinder.service.gov.uk/Notice/7b7d2927-aae7-4802-930e-133e1813d06d,batch_20260414_194909
1adf9b3f-eb2b-4cb1-8bbe-3f34351e391c-891978,Collection and Safe Processing of Various Hazardous Chemical Waste,City of Bradford Metropolitan District Council,75000,90523000,tender,2026-04-08T12:02:34+01:00,,2026-05-09T00:00:00+01:00,2026-05-10T23:59:59+01:00,Collection and Safe Processing of Various Chemical Hazardous Waste,Contracts Finder,https://www.contractsfinder.service.gov.uk/Notice/1adf9b3f-eb2b-4cb1-8bbe-3f34351e391c,batch_20260414_194909
6f787df4-1fd0-49ab-b6da-a7e73dd95b56-891921,A66 - Reinforced Earth Installation,BALFOUR BEATTY CIVIL ENGINEERING LIMITED,200000,45262310,tender,2026-04-08T09:45:53+01:00,,2026-05-08T00:00:00+01:00,2028-02-20T23:59:59Z,"The package covers, but is not limited to, the following structural components:

A section of online dualling extending between the centre parcs whinfell forest development and the start of the temple sowerby bypass",Contracts Finder,https://www.contractsfinder.service.gov.uk/Notice/6f787df4-1fd0-49ab-b6da-a7e73dd95b56,batch_20260414_194909
405845fb-d526-4e1a-82c6-a684f96d7bf0-891809,A66 - Demolition,BALFOUR BEATTY CIVIL ENGINEERING LIMITED,200000,45111100,tenderAmendment,2026-04-08T09:36:38+01:00,,2026-05-08T00:00:00+01:00,2028-02-20T23:59:59Z,"The package covers, but is not limited to, the following structural components:

A section of online dualling extending between the centre parcs whinfell forest development and the start of the temple sowerby bypass",Contracts Finder,https://www.contractsfinder.service.gov.uk/Notice/405845fb-d526-4e1a-82c6-a684f96d7bf0,batch_20260414_194909
